EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on: 17-03-2025
THESE DATA CAN BE USED FOR NON-COMMERCIAL RESEARCH AND EDUCATION PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED: 

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE = -9999):

01-06 STAID: Station identifier
08-13 SOUID: Source identifier
15-22 DATE : Date YYYYMMDD
24-28 TX   : Maximum temperature in 0.1 &#176;C
30-34 Q_TX : quality code for TX (0='valid'; 1='suspect'; 9='missing')

This is the blended series of station FORLI_URBANA, ITALY (STAID: 17622)
Blended and updated with sources:95345 95353 96849 916147 
See files sources.txt and stations.txt for more info.

STAID, SOUID,    DATE,   TX, Q_TX
 17622,916147,20051201,   62,    0
 17622,916147,20051202,  101,    0
 17622,916147,20051203,  134,    0
 17622,916147,20051204,  137,    0
 17622,916147,20051205,  100,    0
 17622,916147,20051206,  110,    0
 17622,916147,20051207,  104,    0
 17622,916147,20051208,  110,    0
 17622,916147,20051209,  100,    0
 17622,916147,20051210,   77,    0
 17622,916147,20051211,   71,    0
 17622,916147,20051212,   46,    0
 17622,916147,20051213,   60,    0
 17622,916147,20051214,   76,    0
 17622,916147,20051215,   67,    0
 17622,916147,20051216,   70,    0
 17622,916147,20051217,   41,    0
 17622,916147,20051218,   75,    0
 17622,916147,20051219,   87,    0
 17622,916147,20051220,   86,    0
 17622,916147,20051221,-9999,    9
 17622,916147,20051222,-9999,    9
 17622,916147,20051223,   74,    0
 17622,916147,20051224,   86,    0
 17622,916147,20051225,   50,    0
 17622,916147,20051226,   61,    0
 17622,916147,20051227,   51,    0
 17622,916147,20051228,   90,    0
 17622,916147,20051229,   46,    0
 17622,916147,20051230,   50,    0
 17622, 95353,20051231,    8,    0
 17622, 95353,20060101,   16,    0
 17622, 95353,20060102,   51,    0
 17622, 95353,20060103,   71,    0
 17622, 95353,20060104,   57,    0
 17622, 95353,20060105,   55,    0
 17622, 95353,20060106,   72,    0
 17622, 95353,20060107,   72,    0
 17622, 95353,20060108,   72,    0
 17622, 95353,20060109,   38,    0
 17622, 95353,20060110,   56,    0
 17622, 95353,20060111,   71,    0
 17622, 95353,20060112,   70,    0
 17622, 95353,20060113,   61,    0
 17622, 95353,20060114,   52,    0
 17622, 95353,20060115,   14,    0
 17622, 95353,20060116,   25,    0
 17622, 95353,20060117,   10,    0
 17622, 95353,20060118,   35,    0
 17622, 95353,20060119,   11,    0
 17622, 95353,20060120,   39,    0
 17622, 95353,20060121,   29,    0
 17622, 95353,20060122,   69,    0
 17622, 95353,20060123,   26,    0
 17622, 95353,20060124,   27,    0
 17622, 95353,20060125,   25,    0
 17622, 95353,20060126,   28,    0
 17622, 95353,20060127,   16,    0
 17622, 95353,20060128,   54,    0
 17622, 95353,20060129,   63,    0
 17622, 95353,20060130,   70,    0
 17622, 95353,20060131,  112,    0
 17622, 95353,20060201,  127,    0
 17622, 95353,20060202,  138,    0
 17622, 95353,20060203,  126,    0
 17622, 95353,20060204,   95,    0
 17622, 95353,20060205,   52,    0
 17622, 95353,20060206,   39,    0
 17622, 95353,20060207,   60,    0
 17622, 95353,20060208,   63,    0
 17622, 95353,20060209,   92,    0
 17622, 95353,20060210,  100,    0
 17622, 95353,20060211,   93,    0
 17622, 95353,20060212,   90,    0
 17622, 95353,20060213,   94,    0
 17622, 95353,20060214,  100,    0
 17622, 95353,20060215,  133,    0
 17622, 95353,20060216,   62,    0
 17622, 95353,20060217,  160,    0
 17622, 95353,20060218,  173,    0
 17622, 95353,20060219,  167,    0
 17622, 95353,20060220,  131,    0
 17622, 95353,20060221,   79,    0
 17622, 95353,20060222,  107,    0
 17622, 95353,20060223,   93,    0
 17622, 95353,20060224,   64,    0
 17622, 95353,20060225,   53,    0
 17622, 95353,20060226,   99,    0
 17622, 95353,20060227,   72,    0
 17622, 95353,20060228,   59,    0
 17622, 95353,20060301,   73,    0
 17622, 95353,20060302,   58,    0
 17622, 95353,20060303,  132,    0
 17622, 95353,20060304,  179,    0
 17622, 95353,20060305,  167,    0
 17622, 95353,20060306,   77,    0
 17622, 95353,20060307,   98,    0
 17622, 95353,20060308,   92,    0
 17622, 95353,20060309,  103,    0
 17622, 95353,20060310,  126,    0
 17622, 95353,20060311,  106,    0
 17622, 95353,20060312,   91,    0
 17622, 95353,20060313,   90,    0
 17622, 95353,20060314,   85,    0
 17622, 95353,20060315,  108,    0
 17622, 95353,20060316,   68,    0
 17622, 95353,20060317,  102,    0
 17622, 95353,20060318,   99,    0
 17622, 95353,20060319,   94,    0
 17622, 95353,20060320,  120,    0
 17622, 95353,20060321,   96,    0
 17622, 95353,20060322,   89,    0
 17622, 95353,20060323,  143,    0
 17622, 95353,20060324,  112,    0
 17622, 95353,20060325,  150,    0
 17622, 95353,20060326,  175,    0
 17622, 95353,20060327,  193,    0
 17622, 95353,20060328,  202,    0
 17622, 95353,20060329,  189,    0
 17622, 95353,20060330,  200,    0
 17622, 95353,20060331,  218,    0
 17622, 95353,20060401,  193,    0
 17622, 95353,20060402,  188,    0
 17622, 95353,20060403,  183,    0
 17622, 95353,20060404,  166,    0
 17622, 95353,20060405,  197,    0
 17622, 95353,20060406,  165,    0
 17622, 95353,20060407,  129,    0
 17622, 95353,20060408,  156,    0
 17622, 95353,20060409,  188,    0
 17622, 95353,20060410,  192,    0
 17622, 95353,20060411,  159,    0
 17622, 95353,20060412,  152,    0
 17622, 95353,20060413,  180,    0
 17622, 95353,20060414,  212,    0
 17622, 95353,20060415,  223,    0
 17622, 95353,20060416,  209,    0
 17622, 95353,20060417,  193,    0
 17622, 95353,20060418,  143,    0
 17622, 95353,20060419,  180,    0
 17622, 95353,20060420,  206,    0
 17622, 95353,20060421,  218,    0
 17622, 95353,20060422,  243,    0
 17622, 95353,20060423,  248,    0
 17622, 95353,20060424,  240,    0
 17622, 95353,20060425,  242,    0
 17622, 95353,20060426,  240,    0
 17622, 95353,20060427,  167,    0
 17622, 95353,20060428,  159,    0
 17622, 95353,20060429,  175,    0
 17622, 95353,20060430,  137,    0
 17622, 95353,20060501,  169,    0
 17622, 95353,20060502,  201,    0
 17622, 95353,20060503,  207,    0
 17622, 95353,20060504,  207,    0
 17622, 95353,20060505,  205,    0
 17622, 95353,20060506,  226,    0
 17622, 95353,20060507,  225,    0
 17622, 95353,20060508,  226,    0
 17622, 95353,20060509,  188,    0
 17622, 95353,20060510,  206,    0
 17622, 95353,20060511,  216,    0
 17622, 95353,20060512,  250,    0
 17622, 95353,20060513,  263,    0
 17622, 95353,20060514,  202,    0
 17622, 95353,20060515,  226,    0
 17622, 95353,20060516,  262,    0
 17622, 95353,20060517,  290,    0
 17622, 95353,20060518,  274,    0
 17622, 95353,20060519,  286,    0
 17622, 95353,20060520,  245,    0
 17622, 95353,20060521,  263,    0
 17622, 95353,20060522,  275,    0
 17622, 95353,20060523,  256,    0
 17622, 95353,20060524,  236,    0
 17622, 95353,20060525,  217,    0
 17622, 95353,20060526,  256,    0
 17622, 95353,20060527,  306,    0
 17622, 95353,20060528,  312,    0
 17622, 95353,20060529,  263,    0
 17622, 95353,20060530,  157,    0
 17622, 95353,20060531,  180,    0
 17622, 95353,20060601,  191,    0
 17622, 95353,20060602,  182,    0
 17622, 95353,20060603,  170,    0
 17622, 95353,20060604,  245,    0
 17622, 95353,20060605,  259,    0
 17622, 95353,20060606,  213,    0
 17622, 95353,20060607,  202,    0
 17622, 95353,20060608,  213,    0
 17622, 95353,20060609,  228,    0
 17622, 95353,20060610,  253,    0
 17622, 95353,20060611,  215,    0
 17622, 95353,20060612,  236,    0
 17622, 95353,20060613,  284,    0
 17622, 95353,20060614,  311,    0
 17622, 95353,20060615,  314,    0
 17622, 95353,20060616,  300,    0
 17622, 95353,20060617,  309,    0
 17622, 95353,20060618,  324,    0
 17622, 95353,20060619,  317,    0
 17622, 95353,20060620,  330,    0
 17622, 95353,20060621,  321,    0
 17622, 95353,20060622,  343,    0
 17622, 95353,20060623,  337,    0
 17622, 95353,20060624,  315,    0
 17622, 95353,20060625,  320,    0
 17622, 95353,20060626,  355,    0
 17622, 95353,20060627,  345,    0
 17622, 95353,20060628,  336,    0
 17622, 95353,20060629,  326,    0
 17622, 95353,20060630,  328,    0
 17622, 95353,20060701,  304,    0
 17622, 95353,20060702,  284,    0
 17622, 95353,20060703,  283,    0
 17622, 95353,20060704,  273,    0
 17622, 95353,20060705,  286,    0
 17622, 95353,20060706,  285,    0
 17622, 95353,20060707,  269,    0
 17622, 95353,20060708,  280,    0
 17622, 95353,20060709,  319,    0
 17622, 95353,20060710,  321,    0
 17622, 95353,20060711,  327,    0
 17622, 95353,20060712,  325,    0
 17622, 95353,20060713,  321,    0
 17622, 95353,20060714,  322,    0
 17622, 95353,20060715,  297,    0
 17622, 95353,20060716,  283,    0
 17622, 95353,20060717,  278,    0
 17622, 95353,20060718,  293,    0
 17622, 95353,20060719,  326,    0
 17622, 95353,20060720,  351,    0
 17622, 95353,20060721,  363,    0
 17622, 95353,20060722,  363,    0
 17622, 95353,20060723,  367,    0
 17622, 95353,20060724,  339,    0
 17622, 95353,20060725,  342,    0
 17622, 95353,20060726,  348,    0
 17622, 95353,20060727,  349,    0
 17622, 95353,20060728,  351,    0
 17622, 95353,20060729,  313,    0
 17622, 95353,20060730,  329,    0
 17622, 95353,20060731,  336,    0
 17622, 95353,20060801,  328,    0
 17622, 95353,20060802,  270,    0
 17622, 95353,20060803,  277,    0
 17622, 95353,20060804,  245,    0
 17622, 95353,20060805,  265,    0
 17622, 95353,20060806,  305,    0
 17622, 95353,20060807,  311,    0
 17622, 95353,20060808,  287,    0
 17622, 95353,20060809,  250,    0
 17622, 95353,20060810,  258,    0
 17622, 95353,20060811,  213,    0
 17622, 95353,20060812,  180,    0
 17622, 95353,20060813,  246,    0
 17622, 95353,20060814,  246,    0
 17622, 95353,20060815,  289,    0
 17622, 95353,20060816,  293,    0
 17622, 95353,20060817,  293,    0
 17622, 95353,20060818,  309,    0
 17622, 95353,20060819,  272,    0
 17622, 95353,20060820,  290,    0
 17622, 95353,20060821,  275,    0
 17622, 95353,20060822,  285,    0
 17622, 95353,20060823,  284,    0
 17622, 95353,20060824,  293,    0
 17622, 95353,20060825,  291,    0
 17622, 95353,20060826,  265,    0
 17622, 95353,20060827,  254,    0
 17622, 95353,20060828,  285,    0
 17622, 95353,20060829,  269,    0
 17622, 95353,20060830,  228,    0
 17622, 95353,20060831,  268,    0
 17622, 95353,20060901,  265,    0
 17622, 95353,20060902,  282,    0
 17622, 95353,20060903,  296,    0
 17622, 95353,20060904,  325,    0
 17622, 95353,20060905,  319,    0
 17622, 95353,20060906,  309,    0
 17622, 95353,20060907,  303,    0
 17622, 95353,20060908,  303,    0
 17622, 95353,20060909,  238,    0
 17622, 95353,20060910,  266,    0
 17622, 95353,20060911,  268,    0
 17622, 95353,20060912,  264,    0
 17622, 95353,20060913,  262,    0
 17622, 95353,20060914,  242,    0
 17622, 95353,20060915,  284,    0
 17622, 95353,20060916,  201,    0
 17622, 95353,20060917,  217,    0
 17622, 95353,20060918,  243,    0
 17622, 95353,20060919,  263,    0
 17622, 95353,20060920,  259,    0
 17622, 95353,20060921,  259,    0
 17622, 95353,20060922,  270,    0
 17622, 95353,20060923,  233,    0
 17622, 95353,20060924,  239,    0
 17622, 95353,20060925,  212,    0
 17622, 95353,20060926,  229,    0
 17622, 95353,20060927,  245,    0
 17622, 95353,20060928,  249,    0
 17622, 95353,20060929,  247,    0
 17622, 95353,20060930,  264,    0
 17622, 95353,20061001,  267,    0
 17622, 95353,20061002,  275,    0
 17622, 95353,20061003,  260,    0
 17622, 95353,20061004,  253,    0
 17622, 95353,20061005,  216,    0
 17622, 95353,20061006,  217,    0
 17622, 95353,20061007,  200,    0
 17622, 95353,20061008,  214,    0
 17622, 95353,20061009,  215,    0
 17622, 95353,20061010,  219,    0
 17622, 95353,20061011,  221,    0
 17622, 95353,20061012,  217,    0
 17622, 95353,20061013,  219,    0
 17622, 95353,20061014,  204,    0
 17622, 95353,20061015,  196,    0
 17622, 95353,20061016,  187,    0
 17622, 95353,20061017,  185,    0
 17622, 95353,20061018,  174,    0
 17622, 95353,20061019,  182,    0
 17622, 95353,20061020,  158,    0
 17622, 95353,20061021,  153,    0
 17622, 95353,20061022,  173,    0
 17622, 95353,20061023,  247,    0
 17622, 95353,20061024,  256,    0
 17622, 95353,20061025,  234,    0
 17622, 95353,20061026,  222,    0
 17622, 95353,20061027,  213,    0
 17622, 95353,20061028,  201,    0
 17622, 95353,20061029,  232,    0
 17622, 95353,20061030,  207,    0
 17622, 95353,20061031,  190,    0
 17622, 95353,20061101,  190,    0
 17622, 95353,20061102,  137,    0
 17622, 95353,20061103,  136,    0
 17622, 95353,20061104,  135,    0
 17622, 95353,20061105,  139,    0
 17622, 95353,20061106,  167,    0
 17622, 95353,20061107,  173,    0
 17622, 95353,20061108,  196,    0
 17622, 95353,20061109,  206,    0
 17622, 95353,20061110,  146,    0
 17622, 95353,20061111,  143,    0
 17622, 95353,20061112,  143,    0
 17622, 95353,20061113,  146,    0
 17622, 95353,20061114,  171,    0
 17622, 95353,20061115,  160,    0
 17622, 95353,20061116,  151,    0
 17622, 95353,20061117,  162,    0
 17622, 95353,20061118,  187,    0
 17622, 95353,20061119,  150,    0
 17622, 95353,20061120,  148,    0
 17622, 95353,20061121,  142,    0
 17622, 95353,20061122,  117,    0
 17622, 95353,20061123,  157,    0
 17622, 95353,20061124,  143,    0
 17622, 95353,20061125,  136,    0
 17622, 95353,20061126,  154,    0
 17622, 95353,20061127,  111,    0
 17622, 95353,20061128,  126,    0
 17622, 95353,20061129,  119,    0
 17622, 95353,20061130,  126,    0
 17622, 95353,20061201,  130,    0
 17622, 95353,20061202,  115,    0
 17622, 95353,20061203,   95,    0
 17622, 95353,20061204,   90,    0
 17622, 95353,20061205,  102,    0
 17622, 95353,20061206,  173,    0
 17622, 95353,20061207,  111,    0
 17622, 95353,20061208,  179,    0
 17622, 95353,20061209,  165,    0
 17622, 95353,20061210,  129,    0
 17622, 95353,20061211,  104,    0
 17622, 95353,20061212,  102,    0
 17622, 95353,20061213,  106,    0
 17622, 95353,20061214,  116,    0
 17622, 95353,20061215,  103,    0
 17622, 95353,20061216,   94,    0
 17622, 95353,20061217,   77,    0
 17622, 95353,20061218,   89,    0
 17622, 95353,20061219,   75,    0
 17622, 95353,20061220,   75,    0
 17622, 95353,20061221,   87,    0
 17622, 95353,20061222,   93,    0
 17622, 95353,20061223,   71,    0
 17622, 95353,20061224,   94,    0
 17622, 95353,20061225,  111,    0
 17622, 95353,20061226,   84,    0
 17622, 95353,20061227,   70,    0
 17622, 95353,20061228,   -3,    0
 17622, 95353,20061229,   16,    0
 17622, 95353,20061230,   22,    0
 17622, 95353,20061231,   83,    0
 17622, 95353,20070101,  157,    0
 17622, 95353,20070102,   95,    0
 17622, 95353,20070103,  132,    0
 17622, 95353,20070104,  125,    0
 17622, 95353,20070105,  104,    0
 17622, 95353,20070106,  103,    0
 17622, 95353,20070107,   90,    0
 17622, 95353,20070108,   94,    0
 17622, 95353,20070109,   89,    0
 17622, 95353,20070110,  112,    0
 17622, 95353,20070111,   69,    0
 17622, 95353,20070112,  159,    0
 17622, 95353,20070113,   50,    0
 17622, 95353,20070114,   54,    0
 17622, 95353,20070115,   66,    0
 17622, 95353,20070116,   55,    0
 17622, 95353,20070117,   76,    0
 17622, 95353,20070118,  152,    0
 17622, 95353,20070119,  205,    0
 17622, 95353,20070120,   92,    0
 17622, 95353,20070121,   77,    0
 17622, 95353,20070122,  119,    0
 17622, 95353,20070123,  181,    0
 17622, 95353,20070124,  101,    0
 17622, 95353,20070125,  101,    0
 17622, 95353,20070126,   37,    0
 17622, 95353,20070127,   94,    0
 17622, 95353,20070128,  132,    0
 17622, 95353,20070129,  148,    0
 17622, 95353,20070130,  109,    0
 17622, 95353,20070131,  104,    0
 17622, 95353,20070201,   57,    0
 17622, 95353,20070202,   49,    0
 17622, 95353,20070203,  123,    0
 17622, 95353,20070204,   95,    0
 17622, 95353,20070205,  117,    0
 17622, 95353,20070206,  143,    0
 17622, 95353,20070207,   94,    0
 17622, 95353,20070208,  133,    0
 17622, 95353,20070209,  130,    0
 17622, 95353,20070210,   91,    0
 17622, 95353,20070211,  143,    0
 17622, 95353,20070212,  140,    0
 17622, 95353,20070213,  165,    0
 17622, 95353,20070214,  141,    0
 17622, 95353,20070215,  103,    0
 17622, 95353,20070216,  125,    0
 17622, 95353,20070217,  119,    0
 17622, 95353,20070218,   98,    0
 17622, 95353,20070219,  119,    0
 17622, 95353,20070220,  108,    0
 17622, 95353,20070221,  142,    0
 17622, 95353,20070222,  135,    0
 17622, 95353,20070223,  129,    0
 17622, 95353,20070224,  139,    0
 17622, 95353,20070225,  158,    0
 17622, 95353,20070226,  143,    0
 17622, 95353,20070227,  169,    0
 17622, 95353,20070228,  177,    0
 17622, 95353,20070301,  179,    0
 17622, 95353,20070302,  199,    0
 17622, 95353,20070303,  186,    0
 17622, 95353,20070304,  182,    0
 17622, 95353,20070305,  164,    0
 17622, 95353,20070306,  155,    0
 17622, 95353,20070307,  168,    0
 17622, 95353,20070308,  140,    0
 17622, 95353,20070309,  154,    0
 17622, 95353,20070310,  147,    0
 17622, 95353,20070311,  126,    0
 17622, 95353,20070312,  153,    0
 17622, 95353,20070313,  182,    0
 17622, 95353,20070314,  192,    0
 17622, 95353,20070315,  187,    0
 17622, 95353,20070316,  189,    0
 17622, 95353,20070317,  228,    0
 17622, 95353,20070318,  213,    0
 17622, 95353,20070319,  160,    0
 17622, 95353,20070320,   89,    0
 17622, 95353,20070321,  100,    0
 17622, 95353,20070322,  106,    0
 17622, 95353,20070323,  122,    0
 17622, 95353,20070324,  133,    0
 17622, 95353,20070325,   98,    0
 17622, 95353,20070326,   94,    0
 17622, 95353,20070327,  107,    0
 17622, 95353,20070328,  122,    0
 17622, 95353,20070329,  108,    0
 17622, 95353,20070330,  100,    0
 17622, 95353,20070331,  157,    0
 17622, 95353,20070401,  151,    0
 17622, 95353,20070402,  185,    0
 17622, 95353,20070403,  175,    0
 17622, 95353,20070404,  128,    0
 17622, 95353,20070405,  161,    0
 17622, 95353,20070406,  192,    0
 17622, 95353,20070407,  195,    0
 17622, 95353,20070408,  202,    0
 17622, 95353,20070409,  221,    0
 17622, 95353,20070410,  229,    0
 17622, 95353,20070411,  231,    0
 17622, 95353,20070412,  224,    0
 17622, 95353,20070413,  211,    0
 17622, 95353,20070414,  208,    0
 17622, 95353,20070415,  234,    0
 17622, 95353,20070416,  225,    0
 17622, 95353,20070417,  218,    0
 17622, 95353,20070418,  248,    0
 17622, 95353,20070419,  196,    0
 17622, 95353,20070420,  204,    0
 17622, 95353,20070421,  204,    0
 17622, 95353,20070422,  227,    0
 17622, 95353,20070423,  257,    0
 17622, 95353,20070424,  277,    0
 17622, 95353,20070425,  233,    0
 17622, 95353,20070426,  214,    0
 17622, 95353,20070427,  236,    0
 17622, 95353,20070428,  254,    0
 17622, 95353,20070429,  266,    0
 17622, 95353,20070430,  229,    0
 17622, 95353,20070501,  222,    0
 17622, 95353,20070502,  215,    0
 17622, 95353,20070503,  178,    0
 17622, 95353,20070504,  205,    0
 17622, 95353,20070505,  201,    0
 17622, 95353,20070506,  210,    0
 17622, 95353,20070507,  250,    0
 17622, 95353,20070508,  292,    0
 17622, 95353,20070509,  300,    0
 17622, 95353,20070510,  282,    0
 17622, 95353,20070511,  275,    0
 17622, 95353,20070512,  280,    0
 17622, 95353,20070513,  289,    0
 17622, 95353,20070514,  300,    0
 17622, 95353,20070515,  231,    0
 17622, 95353,20070516,  216,    0
 17622, 95353,20070517,  236,    0
 17622, 95353,20070518,  216,    0
 17622, 95353,20070519,  231,    0
 17622, 95353,20070520,  252,    0
 17622, 95353,20070521,  284,    0
 17622, 95353,20070522,  316,    0
 17622, 95353,20070523,  301,    0
 17622, 95353,20070524,  313,    0
 17622, 95353,20070525,  316,    0
 17622, 95353,20070526,  316,    0
 17622, 95353,20070527,  279,    0
 17622, 95353,20070528,  237,    0
 17622, 95353,20070529,  190,    0
 17622, 95353,20070530,  222,    0
 17622, 95353,20070531,  252,    0
 17622, 95353,20070601,  230,    0
 17622, 95353,20070602,  207,    0
 17622, 95353,20070603,  244,    0
 17622, 95353,20070604,  269,    0
 17622, 95353,20070605,  252,    0
 17622, 95353,20070606,  197,    0
 17622, 95353,20070607,  241,    0
 17622, 95353,20070608,  259,    0
 17622, 95353,20070609,  284,    0
 17622, 95353,20070610,  306,    0
 17622, 95353,20070611,  299,    0
 17622, 95353,20070612,  279,    0
 17622, 95353,20070613,  287,    0
 17622, 95353,20070614,  312,    0
 17622, 95353,20070615,  299,    0
 17622, 95353,20070616,  291,    0
 17622, 95353,20070617,  303,    0
 17622, 95353,20070618,  311,    0
 17622, 95353,20070619,  323,    0
 17622, 95353,20070620,  312,    0
 17622, 95353,20070621,  326,    0
 17622, 95353,20070622,  310,    0
 17622, 95353,20070623,  298,    0
 17622, 95353,20070624,  319,    0
 17622, 95353,20070625,  346,    0
 17622, 95353,20070626,  273,    0
 17622, 95353,20070627,  269,    0
 17622, 95353,20070628,  279,    0
 17622, 95353,20070629,  291,    0
 17622, 95353,20070630,  285,    0
 17622, 95353,20070701,  305,    0
 17622, 95353,20070702,  320,    0
 17622, 95353,20070703,  291,    0
 17622, 95353,20070704,  282,    0
 17622, 95353,20070705,  286,    0
 17622, 95353,20070706,  317,    0
 17622, 95353,20070707,  330,    0
 17622, 95353,20070708,  331,    0
 17622, 95353,20070709,  334,    0
 17622, 95353,20070710,  276,    0
 17622, 95353,20070711,  244,    0
 17622, 95353,20070712,  278,    0
 17622, 95353,20070713,  299,    0
 17622, 95353,20070714,  327,    0
 17622, 95353,20070715,  332,    0
 17622, 95353,20070716,  351,    0
 17622, 95353,20070717,  366,    0
 17622, 95353,20070718,  366,    0
 17622, 95353,20070719,  362,    0
 17622, 95353,20070720,  383,    0
 17622, 95353,20070721,  369,    0
 17622, 95353,20070722,  337,    0
 17622, 95353,20070723,  352,    0
 17622, 95353,20070724,  316,    0
 17622, 95353,20070725,  301,    0
 17622, 95353,20070726,  308,    0
 17622, 95353,20070727,  332,    0
 17622, 95353,20070728,  336,    0
 17622, 95353,20070729,  317,    0
 17622, 95353,20070730,  342,    0
 17622, 95353,20070731,  251,    0
 17622, 95353,20070801,  269,    0
 17622, 95353,20070802,  290,    0
 17622, 95353,20070803,  252,    0
 17622, 95353,20070804,  276,    0
 17622, 95353,20070805,  268,    0
 17622, 95353,20070806,  297,    0
 17622, 95353,20070807,  319,    0
 17622, 95353,20070808,  300,    0
 17622, 95353,20070809,  278,    0
 17622, 95353,20070810,  247,    0
 17622, 95353,20070811,  267,    0
 17622, 95353,20070812,  302,    0
 17622, 95353,20070813,  304,    0
 17622, 95353,20070814,  312,    0
 17622, 95353,20070815,  314,    0
 17622, 95353,20070816,  352,    0
 17622, 95353,20070817,  332,    0
 17622, 95353,20070818,  292,    0
 17622, 95353,20070819,  312,    0
 17622, 95353,20070820,  271,    0
 17622, 95353,20070821,  271,    0
 17622, 95353,20070822,  238,    0
 17622, 95353,20070823,  213,    0
 17622, 95353,20070824,  235,    0
 17622, 95353,20070825,  289,    0
 17622, 95353,20070826,  318,    0
 17622, 95353,20070827,  306,    0
 17622, 95353,20070828,  331,    0
 17622, 95353,20070829,  320,    0
 17622, 95353,20070830,  337,    0
 17622, 95353,20070831,  227,    0
 17622, 95353,20070901,  263,    0
 17622, 95353,20070902,  249,    0
 17622, 95353,20070903,  273,    0
 17622, 95353,20070904,  218,    0
 17622, 95353,20070905,  214,    0
 17622, 95353,20070906,  224,    0
 17622, 95353,20070907,  261,    0
 17622, 95353,20070908,  257,    0
 17622, 95353,20070909,  278,    0
 17622, 95353,20070910,  275,    0
 17622, 95353,20070911,  266,    0
 17622, 95353,20070912,  243,    0
 17622, 95353,20070913,  244,    0
 17622, 95353,20070914,  254,    0
 17622, 95353,20070915,  277,    0
 17622, 95353,20070916,  269,    0
 17622, 95353,20070917,  291,    0
 17622, 95353,20070918,  272,    0
 17622, 95353,20070919,  207,    0
 17622, 95353,20070920,  206,    0
 17622, 95353,20070921,  229,    0
 17622, 95353,20070922,  238,    0
 17622, 95353,20070923,  251,    0
 17622, 95353,20070924,  238,    0
 17622, 95353,20070925,  226,    0
 17622, 95353,20070926,  233,    0
 17622, 95353,20070927,  216,    0
 17622, 95353,20070928,  185,    0
 17622, 95353,20070929,  233,    0
 17622, 95353,20070930,  226,    0
 17622, 95353,20071001,  232,    0
 17622, 95353,20071002,  252,    0
 17622, 95353,20071003,  260,    0
 17622, 95353,20071004,  254,    0
 17622, 95353,20071005,  255,    0
 17622, 95353,20071006,  245,    0
 17622, 95353,20071007,  204,    0
 17622, 95353,20071008,  209,    0
 17622, 95353,20071009,  187,    0
 17622, 95353,20071010,  184,    0
 17622, 95353,20071011,  180,    0
 17622, 95353,20071012,  204,    0
 17622, 95353,20071013,  215,    0
 17622, 95353,20071014,  164,    0
 17622, 95353,20071015,  190,    0
 17622, 95353,20071016,  186,    0
 17622, 95353,20071017,  185,    0
 17622, 95353,20071018,  181,    0
 17622, 95353,20071019,  164,    0
 17622, 95353,20071020,  117,    0
 17622, 95353,20071021,  117,    0
 17622, 95353,20071022,   92,    0
 17622, 95353,20071023,  151,    0
 17622, 95353,20071024,  117,    0
 17622, 95353,20071025,  110,    0
 17622, 95353,20071026,  149,    0
 17622, 95353,20071027,  149,    0
 17622, 95353,20071028,  171,    0
 17622, 95353,20071029,  162,    0
 17622, 95353,20071030,  131,    0
 17622, 95353,20071031,  160,    0
 17622, 95353,20071101,  140,    0
 17622, 95353,20071102,  146,    0
 17622, 95353,20071103,  162,    0
 17622, 95353,20071104,  160,    0
 17622, 95353,20071105,  151,    0
 17622, 95353,20071106,  133,    0
 17622, 95353,20071107,  156,    0
 17622, 95353,20071108,  166,    0
 17622, 95353,20071109,  166,    0
 17622, 95353,20071110,  164,    0
 17622, 95353,20071111,  172,    0
 17622, 95353,20071112,  142,    0
 17622, 95353,20071113,  124,    0
 17622, 95353,20071114,   72,    0
 17622, 95353,20071115,  101,    0
 17622, 95353,20071116,   86,    0
 17622, 95353,20071117,   64,    0
 17622, 95353,20071118,   67,    0
 17622, 95353,20071119,  105,    0
 17622, 95353,20071120,   89,    0
 17622, 95353,20071121,   71,    0
 17622, 95353,20071122,   80,    0
 17622, 95353,20071123,  115,    0
 17622, 95353,20071124,  108,    0
 17622, 95353,20071125,  131,    0
 17622, 95353,20071126,  133,    0
 17622, 95353,20071127,  103,    0
 17622, 95353,20071128,  120,    0
 17622, 95353,20071129,   98,    0
 17622, 95353,20071130,  113,    0
 17622, 95353,20071201,  108,    0
 17622, 95353,20071202,  120,    0
 17622, 95353,20071203,  156,    0
 17622, 95353,20071204,  147,    0
 17622, 95353,20071205,  141,    0
 17622, 95353,20071206,  108,    0
 17622, 95353,20071207,  109,    0
 17622, 95353,20071208,   87,    0
 17622, 95353,20071209,   91,    0
 17622, 95353,20071210,   80,    0
 17622, 95353,20071211,   40,    0
 17622, 95353,20071212,   99,    0
 17622, 95353,20071213,   98,    0
 17622, 95353,20071214,   82,    0
 17622, 95353,20071215,   33,    0
 17622, 95353,20071216,   60,    0
 17622, 95353,20071217,   58,    0
 17622, 95353,20071218,   24,    0
 17622, 95353,20071219,   71,    0
 17622, 95353,20071220,   96,    0
 17622, 95353,20071221,   97,    0
 17622, 95353,20071222,   62,    0
 17622, 95353,20071223,   55,    0
