EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on: 17-03-2025
THESE DATA CAN BE USED FOR NON-COMMERCIAL RESEARCH AND EDUCATION PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED: 

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE = -9999):

01-06 STAID: Station identifier
08-13 SOUID: Source identifier
15-22 DATE : Date YYYYMMDD
24-28 TG   : Mean temperature in 0.1 &#176;C
30-34 Q_TG : quality code for TG (0='valid'; 1='suspect'; 9='missing')

This is the blended series of station CALAIS-MARCK, FRANCE (STAID: 11314)
Blended and updated with sources:160363 160783 
See files sources.txt and stations.txt for more info.

STAID, SOUID,    DATE,   TG, Q_TG
 11314,160783,19570101,-9999,    9
 11314,160783,19570102,   32,    0
 11314,160783,19570103,   77,    0
 11314,160783,19570104,  110,    0
 11314,160783,19570105,  121,    0
 11314,160783,19570106,-9999,    9
 11314,160783,19570107,   58,    0
 11314,160783,19570108,   93,    0
 11314,160783,19570109,   93,    0
 11314,160783,19570110,   64,    0
 11314,160783,19570111,   50,    0
 11314,160783,19570112,   62,    0
 11314,160783,19570113,-9999,    9
 11314,160783,19570114,   28,    0
 11314,160783,19570115,   14,    0
 11314,160783,19570116,   13,    0
 11314,160783,19570117,    4,    0
 11314,160783,19570118,    7,    0
 11314,160783,19570119,   18,    0
 11314,160783,19570120,-9999,    9
 11314,160783,19570121,   35,    0
 11314,160783,19570122,   35,    0
 11314,160783,19570123,   33,    0
 11314,160783,19570124,   42,    0
 11314,160783,19570125,   43,    0
 11314,160783,19570126,   89,    0
 11314,160783,19570127,-9999,    9
 11314,160783,19570128,   67,    0
 11314,160783,19570129,   63,    0
 11314,160783,19570130,   85,    0
 11314,160783,19570131,  105,    0
 11314,160783,19570201,  119,    0
 11314,160783,19570202,   84,    0
 11314,160783,19570203,-9999,    9
 11314,160783,19570204,  111,    0
 11314,160783,19570205,  107,    0
 11314,160783,19570206,   94,    0
 11314,160783,19570207,   72,    0
 11314,160783,19570208,  105,    0
 11314,160783,19570209,   82,    0
 11314,160783,19570210,-9999,    9
 11314,160783,19570211,   74,    0
 11314,160783,19570212,   73,    0
 11314,160783,19570213,   83,    0
 11314,160783,19570214,   64,    0
 11314,160783,19570215,   46,    0
 11314,160783,19570216,   44,    0
 11314,160783,19570217,-9999,    9
 11314,160783,19570218,   29,    0
 11314,160783,19570219,   27,    0
 11314,160783,19570220,   31,    0
 11314,160783,19570221,   28,    0
 11314,160783,19570222,   25,    0
 11314,160783,19570223,   28,    0
 11314,160783,19570224,   84,    0
 11314,160783,19570225,   84,    0
 11314,160783,19570226,   76,    0
 11314,160783,19570227,   49,    0
 11314,160783,19570228,   30,    0
 11314,160783,19570301,   47,    0
 11314,160783,19570302,   53,    0
 11314,160783,19570303,-9999,    9
 11314,160783,19570304,   62,    0
 11314,160783,19570305,   50,    0
 11314,160783,19570306,   69,    0
 11314,160783,19570307,   92,    0
 11314,160783,19570308,  100,    0
 11314,160783,19570309,  127,    0
 11314,160783,19570310,-9999,    9
 11314,160783,19570311,  119,    0
 11314,160783,19570312,  111,    0
 11314,160783,19570313,  106,    0
 11314,160783,19570314,   98,    0
 11314,160783,19570315,  100,    0
 11314,160783,19570316,  100,    0
 11314,160783,19570317,-9999,    9
 11314,160783,19570318,  111,    0
 11314,160783,19570319,  110,    0
 11314,160783,19570320,  110,    0
 11314,160783,19570321,   88,    0
 11314,160783,19570322,   82,    0
 11314,160783,19570323,  102,    0
 11314,160783,19570324,-9999,    9
 11314,160783,19570325,  100,    0
 11314,160783,19570326,   95,    0
 11314,160783,19570327,   98,    0
 11314,160783,19570328,   99,    0
 11314,160783,19570329,   86,    0
 11314,160783,19570330,   62,    0
 11314,160783,19570331,-9999,    9
 11314,160783,19570401,   71,    0
 11314,160783,19570402,   73,    0
 11314,160783,19570403,   81,    0
 11314,160783,19570404,   71,    0
 11314,160783,19570405,   91,    0
 11314,160783,19570406,   89,    0
 11314,160783,19570407,-9999,    9
 11314,160783,19570408,   75,    0
 11314,160783,19570409,   74,    0
 11314,160783,19570410,   76,    0
 11314,160783,19570411,   68,    0
 11314,160783,19570412,   64,    0
 11314,160783,19570413,   60,    0
 11314,160783,19570414,-9999,    9
 11314,160783,19570415,   92,    0
 11314,160783,19570416,  105,    0
 11314,160783,19570417,  105,    0
 11314,160783,19570418,  104,    0
 11314,160783,19570419,  100,    0
 11314,160783,19570420,   79,    0
 11314,160783,19570421,-9999,    9
 11314,160783,19570422,-9999,    9
 11314,160783,19570423,  106,    0
 11314,160783,19570424,  109,    0
 11314,160783,19570425,   83,    0
 11314,160783,19570426,   87,    0
 11314,160783,19570427,   96,    0
 11314,160783,19570428,-9999,    9
 11314,160783,19570429,   94,    0
 11314,160783,19570430,   91,    0
 11314,160783,19570501,   78,    0
 11314,160783,19570502,   95,    0
 11314,160783,19570503,  104,    0
 11314,160783,19570504,   84,    0
 11314,160783,19570505,   66,    0
 11314,160783,19570506,   61,    0
 11314,160783,19570507,   64,    0
 11314,160783,19570508,   55,    0
 11314,160783,19570509,  107,    0
 11314,160783,19570510,  121,    0
 11314,160783,19570511,  138,    0
 11314,160783,19570512,  121,    0
 11314,160783,19570513,  123,    0
 11314,160783,19570514,  141,    0
 11314,160783,19570515,  138,    0
 11314,160783,19570516,  116,    0
 11314,160783,19570517,  118,    0
 11314,160783,19570518,  128,    0
 11314,160783,19570519,  118,    0
 11314,160783,19570520,  112,    0
 11314,160783,19570521,  114,    0
 11314,160783,19570522,   98,    0
 11314,160783,19570523,  104,    0
 11314,160783,19570524,  110,    0
 11314,160783,19570525,  116,    0
 11314,160783,19570526,  114,    0
 11314,160783,19570527,  111,    0
 11314,160783,19570528,  111,    0
 11314,160783,19570529,  114,    0
 11314,160783,19570530,  109,    0
 11314,160783,19570531,  109,    0
 11314,160783,19570601,  145,    0
 11314,160783,19570602,  154,    0
 11314,160783,19570603,  151,    0
 11314,160783,19570604,  134,    0
 11314,160783,19570605,  125,    0
 11314,160783,19570606,  125,    0
 11314,160783,19570607,  135,    0
 11314,160783,19570608,  148,    0
 11314,160783,19570609,  152,    0
 11314,160783,19570610,  142,    0
 11314,160783,19570611,  125,    0
 11314,160783,19570612,  122,    0
 11314,160783,19570613,  128,    0
 11314,160783,19570614,  161,    0
 11314,160783,19570615,  177,    0
 11314,160783,19570616,  174,    0
 11314,160783,19570617,  175,    0
 11314,160783,19570618,  176,    0
 11314,160783,19570619,  154,    0
 11314,160783,19570620,  141,    0
 11314,160783,19570621,  142,    0
 11314,160783,19570622,  141,    0
 11314,160783,19570623,  126,    0
 11314,160783,19570624,  114,    0
 11314,160783,19570625,  131,    0
 11314,160783,19570626,  142,    0
 11314,160783,19570627,  177,    0
 11314,160783,19570628,  224,    0
 11314,160783,19570629,  240,    0
 11314,160783,19570630,  241,    0
 11314,160783,19570701,  193,    0
 11314,160783,19570702,  178,    0
 11314,160783,19570703,  211,    0
 11314,160783,19570704,  218,    0
 11314,160783,19570705,  161,    0
 11314,160783,19570706,  220,    0
 11314,160783,19570707,  194,    0
 11314,160783,19570708,  175,    0
 11314,160783,19570709,  170,    0
 11314,160783,19570710,  170,    0
 11314,160783,19570711,  173,    0
 11314,160783,19570712,  169,    0
 11314,160783,19570713,  165,    0
 11314,160783,19570714,  148,    0
 11314,160783,19570715,  150,    0
 11314,160783,19570716,  160,    0
 11314,160783,19570717,  158,    0
 11314,160783,19570718,  163,    0
 11314,160783,19570719,  156,    0
 11314,160783,19570720,  150,    0
 11314,160783,19570721,  154,    0
 11314,160783,19570722,  168,    0
 11314,160783,19570723,  172,    0
 11314,160783,19570724,  186,    0
 11314,160783,19570725,  185,    0
 11314,160783,19570726,  167,    0
 11314,160783,19570727,  157,    0
 11314,160783,19570728,  164,    0
 11314,160783,19570729,  165,    0
 11314,160783,19570730,  176,    0
 11314,160783,19570731,  167,    0
 11314,160783,19570801,  177,    0
 11314,160783,19570802,  177,    0
 11314,160783,19570803,  169,    0
 11314,160783,19570804,  178,    0
 11314,160783,19570805,  190,    0
 11314,160783,19570806,  182,    0
 11314,160783,19570807,  179,    0
 11314,160783,19570808,  190,    0
 11314,160783,19570809,  189,    0
 11314,160783,19570810,  181,    0
 11314,160783,19570811,  173,    0
 11314,160783,19570812,  167,    0
 11314,160783,19570813,  168,    0
 11314,160783,19570814,  158,    0
 11314,160783,19570815,  151,    0
 11314,160783,19570816,  141,    0
 11314,160783,19570817,  165,    0
 11314,160783,19570818,  158,    0
 11314,160783,19570819,  159,    0
 11314,160783,19570820,  179,    0
 11314,160783,19570821,  165,    0
 11314,160783,19570822,  151,    0
 11314,160783,19570823,  148,    0
 11314,160783,19570824,  161,    0
 11314,160783,19570825,  157,    0
 11314,160783,19570826,  156,    0
 11314,160783,19570827,  147,    0
 11314,160783,19570828,  142,    0
 11314,160783,19570829,  142,    0
 11314,160783,19570830,  148,    0
 11314,160783,19570831,  155,    0
 11314,160783,19570901,  161,    0
 11314,160783,19570902,  142,    0
 11314,160783,19570903,  131,    0
 11314,160783,19570904,  123,    0
 11314,160783,19570905,  172,    0
 11314,160783,19570906,  157,    0
 11314,160783,19570907,  175,    0
 11314,160783,19570908,  147,    0
 11314,160783,19570909,  140,    0
 11314,160783,19570910,  154,    0
 11314,160783,19570911,  158,    0
 11314,160783,19570912,  138,    0
 11314,160783,19570913,  129,    0
 11314,160783,19570914,  120,    0
 11314,160783,19570915,  111,    0
 11314,160783,19570916,  126,    0
 11314,160783,19570917,  146,    0
 11314,160783,19570918,  148,    0
 11314,160783,19570919,  131,    0
 11314,160783,19570920,  122,    0
 11314,160783,19570921,  152,    0
 11314,160783,19570922,  172,    0
 11314,160783,19570923,  164,    0
 11314,160783,19570924,  129,    0
 11314,160783,19570925,  131,    0
 11314,160783,19570926,  136,    0
 11314,160783,19570927,  131,    0
 11314,160783,19570928,  136,    0
 11314,160783,19570929,  121,    0
 11314,160783,19570930,  103,    0
 11314,160783,19571001,  114,    0
 11314,160783,19571002,  113,    0
 11314,160783,19571003,  113,    0
 11314,160783,19571004,  110,    0
 11314,160783,19571005,  116,    0
 11314,160783,19571006,  122,    0
 11314,160783,19571007,  110,    0
 11314,160783,19571008,  109,    0
 11314,160783,19571009,  118,    0
 11314,160783,19571010,  120,    0
 11314,160783,19571011,  142,    0
 11314,160783,19571012,  118,    0
 11314,160783,19571013,  113,    0
 11314,160783,19571014,  110,    0
 11314,160783,19571015,   84,    0
 11314,160783,19571016,  111,    0
 11314,160783,19571017,  126,    0
 11314,160783,19571018,  151,    0
 11314,160783,19571019,  109,    0
 11314,160783,19571020,   86,    0
 11314,160783,19571021,  121,    0
 11314,160783,19571022,   94,    0
 11314,160783,19571023,   99,    0
 11314,160783,19571024,  136,    0
 11314,160783,19571025,  134,    0
 11314,160783,19571026,  127,    0
 11314,160783,19571027,  120,    0
 11314,160783,19571028,  127,    0
 11314,160783,19571029,  133,    0
 11314,160783,19571030,  140,    0
 11314,160783,19571031,  136,    0
 11314,160783,19571101,  109,    0
 11314,160783,19571102,   83,    0
 11314,160783,19571103,   98,    0
 11314,160783,19571104,  118,    0
 11314,160783,19571105,  116,    0
 11314,160783,19571106,   81,    0
 11314,160783,19571107,   69,    0
 11314,160783,19571108,   74,    0
 11314,160783,19571109,   82,    0
 11314,160783,19571110,  100,    0
 11314,160783,19571111,   98,    0
 11314,160783,19571112,   93,    0
 11314,160783,19571113,   57,    0
 11314,160783,19571114,   38,    0
 11314,160783,19571115,   50,    0
 11314,160783,19571116,   74,    0
 11314,160783,19571117,   75,    0
 11314,160783,19571118,   47,    0
 11314,160783,19571119,   46,    0
 11314,160783,19571120,   36,    0
 11314,160783,19571121,   25,    0
 11314,160783,19571122,   68,    0
 11314,160783,19571123,   75,    0
 11314,160783,19571124,   63,    0
 11314,160783,19571125,   59,    0
 11314,160783,19571126,   75,    0
 11314,160783,19571127,   86,    0
 11314,160783,19571128,   93,    0
 11314,160783,19571129,   97,    0
 11314,160783,19571130,   32,    0
 11314,160783,19571201,   -9,    0
 11314,160783,19571202,   -5,    0
 11314,160783,19571203,   -3,    0
 11314,160783,19571204,   11,    0
 11314,160783,19571205,   34,    0
 11314,160783,19571206,   21,    0
 11314,160783,19571207,   55,    0
 11314,160783,19571208,  111,    0
 11314,160783,19571209,   65,    0
 11314,160783,19571210,   19,    0
 11314,160783,19571211,   40,    0
 11314,160783,19571212,   47,    0
 11314,160783,19571213,   49,    0
 11314,160783,19571214,   38,    0
 11314,160783,19571215,   15,    0
 11314,160783,19571216,  -21,    0
 11314,160783,19571217,  -13,    0
 11314,160783,19571218,   30,    0
 11314,160783,19571219,   58,    0
 11314,160783,19571220,   91,    0
 11314,160783,19571221,   93,    0
 11314,160783,19571222,   65,    0
 11314,160783,19571223,   58,    0
 11314,160783,19571224,   59,    0
 11314,160783,19571225,   52,    0
 11314,160783,19571226,   44,    0
 11314,160783,19571227,   79,    0
 11314,160783,19571228,   81,    0
 11314,160783,19571229,   63,    0
 11314,160783,19571230,   71,    0
 11314,160783,19571231,   76,    0
 11314,160783,19580101,   90,    0
 11314,160783,19580102,   32,    0
 11314,160783,19580103,    3,    0
 11314,160783,19580104,   14,    0
 11314,160783,19580105,   78,    0
 11314,160783,19580106,   84,    0
 11314,160783,19580107,   62,    0
 11314,160783,19580108,   62,    0
 11314,160783,19580109,   79,    0
 11314,160783,19580110,   57,    0
 11314,160783,19580111,   62,    0
 11314,160783,19580112,   39,    0
 11314,160783,19580113,   49,    0
 11314,160783,19580114,   39,    0
 11314,160783,19580115,   39,    0
 11314,160783,19580116,   58,    0
 11314,160783,19580117,   69,    0
 11314,160783,19580118,   50,    0
 11314,160783,19580119,   45,    0
 11314,160783,19580120,   14,    0
 11314,160783,19580121,    2,    0
 11314,160783,19580122,   -1,    0
 11314,160783,19580123,  -17,    0
 11314,160783,19580124,   -1,    0
 11314,160783,19580125,  -17,    0
 11314,160783,19580126,   44,    0
 11314,160783,19580127,   94,    0
 11314,160783,19580128,   74,    0
 11314,160783,19580129,   70,    0
 11314,160783,19580130,   62,    0
 11314,160783,19580131,   51,    0
 11314,160783,19580201,   32,    0
 11314,160783,19580202,   41,    0
 11314,160783,19580203,   54,    0
 11314,160783,19580204,   36,    0
 11314,160783,19580205,   80,    0
 11314,160783,19580206,   31,    0
 11314,160783,19580207,    4,    0
 11314,160783,19580208,   65,    0
 11314,160783,19580209,   60,    0
 11314,160783,19580210,  116,    0
 11314,160783,19580211,  104,    0
 11314,160783,19580212,   92,    0
 11314,160783,19580213,   76,    0
 11314,160783,19580214,  129,    0
 11314,160783,19580215,  111,    0
 11314,160783,19580216,   94,    0
 11314,160783,19580217,   50,    0
 11314,160783,19580218,   29,    0
 11314,160783,19580219,   44,    0
 11314,160783,19580220,   77,    0
 11314,160783,19580221,   80,    0
 11314,160783,19580222,   37,    0
 11314,160783,19580223,   70,    0
 11314,160783,19580224,   60,    0
 11314,160783,19580225,   53,    0
 11314,160783,19580226,   10,    0
 11314,160783,19580227,   30,    0
 11314,160783,19580228,   56,    0
 11314,160783,19580301,   48,    0
 11314,160783,19580302,   46,    0
 11314,160783,19580303,   56,    0
 11314,160783,19580304,   58,    0
 11314,160783,19580305,   85,    0
 11314,160783,19580306,   63,    0
 11314,160783,19580307,   31,    0
 11314,160783,19580308,   21,    0
 11314,160783,19580309,    4,    0
 11314,160783,19580310,  -12,    0
 11314,160783,19580311,  -15,    0
 11314,160783,19580312,   -5,    0
 11314,160783,19580313,   50,    0
 11314,160783,19580314,   31,    0
 11314,160783,19580315,   12,    0
 11314,160783,19580316,   27,    0
 11314,160783,19580317,   18,    0
 11314,160783,19580318,    9,    0
 11314,160783,19580319,    7,    0
 11314,160783,19580320,   10,    0
 11314,160783,19580321,    6,    0
 11314,160783,19580322,    1,    0
 11314,160783,19580323,   -6,    0
 11314,160783,19580324,   34,    0
 11314,160783,19580325,   60,    0
 11314,160783,19580326,   94,    0
 11314,160783,19580327,  104,    0
 11314,160783,19580328,  112,    0
 11314,160783,19580329,  109,    0
 11314,160783,19580330,  111,    0
 11314,160783,19580331,   84,    0
 11314,160783,19580401,   42,    0
 11314,160783,19580402,   25,    0
 11314,160783,19580403,   32,    0
 11314,160783,19580404,   43,    0
 11314,160783,19580405,   53,    0
 11314,160783,19580406,   47,    0
 11314,160783,19580407,   50,    0
 11314,160783,19580408,   55,    0
 11314,160783,19580409,   50,    0
 11314,160783,19580410,   44,    0
 11314,160783,19580411,   47,    0
 11314,160783,19580412,   47,    0
 11314,160783,19580413,   48,    0
 11314,160783,19580414,   59,    0
 11314,160783,19580415,   62,    0
 11314,160783,19580416,   56,    0
 11314,160783,19580417,   57,    0
 11314,160783,19580418,   95,    0
 11314,160783,19580419,   97,    0
 11314,160783,19580420,  105,    0
 11314,160783,19580421,  106,    0
 11314,160783,19580422,   80,    0
 11314,160783,19580423,   67,    0
 11314,160783,19580424,   88,    0
 11314,160783,19580425,   94,    0
 11314,160783,19580426,   94,    0
 11314,160783,19580427,   89,    0
 11314,160783,19580428,   89,    0
 11314,160783,19580429,  121,    0
 11314,160783,19580430,  131,    0
 11314,160783,19580501,  114,    0
 11314,160783,19580502,  115,    0
 11314,160783,19580503,   83,    0
 11314,160783,19580504,   96,    0
 11314,160783,19580505,  115,    0
 11314,160783,19580506,  116,    0
 11314,160783,19580507,  131,    0
 11314,160783,19580508,  155,    0
 11314,160783,19580509,  151,    0
 11314,160783,19580510,  142,    0
 11314,160783,19580511,  100,    0
 11314,160783,19580512,  107,    0
 11314,160783,19580513,  101,    0
 11314,160783,19580514,  117,    0
 11314,160783,19580515,  106,    0
 11314,160783,19580516,   91,    0
 11314,160783,19580517,   93,    0
 11314,160783,19580518,  117,    0
 11314,160783,19580519,  118,    0
 11314,160783,19580520,  120,    0
 11314,160783,19580521,  109,    0
 11314,160783,19580522,  115,    0
 11314,160783,19580523,  114,    0
 11314,160783,19580524,  119,    0
 11314,160783,19580525,  121,    0
 11314,160783,19580526,  107,    0
 11314,160783,19580527,  112,    0
 11314,160783,19580528,  118,    0
 11314,160783,19580529,  120,    0
 11314,160783,19580530,  123,    0
 11314,160783,19580531,  134,    0
 11314,160783,19580601,  164,    0
 11314,160783,19580602,  140,    0
 11314,160783,19580603,  142,    0
 11314,160783,19580604,  133,    0
 11314,160783,19580605,  138,    0
 11314,160783,19580606,  153,    0
 11314,160783,19580607,  156,    0
 11314,160783,19580608,  132,    0
 11314,160783,19580609,  142,    0
 11314,160783,19580610,  126,    0
 11314,160783,19580611,  119,    0
 11314,160783,19580612,  115,    0
 11314,160783,19580613,  114,    0
 11314,160783,19580614,  116,    0
 11314,160783,19580615,  150,    0
 11314,160783,19580616,  163,    0
 11314,160783,19580617,  139,    0
 11314,160783,19580618,  128,    0
 11314,160783,19580619,  119,    0
 11314,160783,19580620,  136,    0
 11314,160783,19580621,  139,    0
 11314,160783,19580622,  132,    0
 11314,160783,19580623,  134,    0
 11314,160783,19580624,  127,    0
 11314,160783,19580625,  136,    0
 11314,160783,19580626,  140,    0
 11314,160783,19580627,  131,    0
 11314,160783,19580628,  141,    0
 11314,160783,19580629,  154,    0
 11314,160783,19580630,  158,    0
 11314,160783,19580701,  167,    0
 11314,160783,19580702,  159,    0
 11314,160783,19580703,  152,    0
 11314,160783,19580704,  146,    0
 11314,160783,19580705,  148,    0
 11314,160783,19580706,  150,    0
 11314,160783,19580707,  154,    0
 11314,160783,19580708,  155,    0
 11314,160783,19580709,  178,    0
 11314,160783,19580710,  167,    0
 11314,160783,19580711,  158,    0
 11314,160783,19580712,  172,    0
 11314,160783,19580713,  172,    0
 11314,160783,19580714,  156,    0
 11314,160783,19580715,  146,    0
 11314,160783,19580716,  146,    0
 11314,160783,19580717,  152,    0
 11314,160783,19580718,  160,    0
 11314,160783,19580719,  187,    0
 11314,160783,19580720,  168,    0
 11314,160783,19580721,  150,    0
 11314,160783,19580722,  147,    0
 11314,160783,19580723,  141,    0
 11314,160783,19580724,  140,    0
 11314,160783,19580725,  149,    0
 11314,160783,19580726,  163,    0
 11314,160783,19580727,  169,    0
 11314,160783,19580728,  179,    0
 11314,160783,19580729,  169,    0
 11314,160783,19580730,  161,    0
 11314,160783,19580731,  163,    0
 11314,160783,19580801,  138,    0
 11314,160783,19580802,  155,    0
 11314,160783,19580803,  147,    0
 11314,160783,19580804,  159,    0
 11314,160783,19580805,  164,    0
 11314,160783,19580806,  154,    0
 11314,160783,19580807,  137,    0
 11314,160783,19580808,  153,    0
 11314,160783,19580809,  174,    0
 11314,160783,19580810,  203,    0
 11314,160783,19580811,  172,    0
 11314,160783,19580812,  158,    0
 11314,160783,19580813,  161,    0
 11314,160783,19580814,  167,    0
 11314,160783,19580815,  173,    0
 11314,160783,19580816,  164,    0
 11314,160783,19580817,  158,    0
 11314,160783,19580818,  170,    0
 11314,160783,19580819,  182,    0
 11314,160783,19580820,  159,    0
 11314,160783,19580821,  144,    0
 11314,160783,19580822,  154,    0
 11314,160783,19580823,  149,    0
 11314,160783,19580824,  147,    0
 11314,160783,19580825,  151,    0
 11314,160783,19580826,  151,    0
 11314,160783,19580827,  173,    0
 11314,160783,19580828,  193,    0
 11314,160783,19580829,  177,    0
 11314,160783,19580830,  162,    0
 11314,160783,19580831,  163,    0
 11314,160783,19580901,  168,    0
 11314,160783,19580902,  172,    0
 11314,160783,19580903,  186,    0
 11314,160783,19580904,  188,    0
 11314,160783,19580905,  218,    0
 11314,160783,19580906,  198,    0
 11314,160783,19580907,  172,    0
 11314,160783,19580908,  164,    0
 11314,160783,19580909,  162,    0
 11314,160783,19580910,  148,    0
 11314,160783,19580911,  155,    0
 11314,160783,19580912,  146,    0
 11314,160783,19580913,  147,    0
 11314,160783,19580914,  159,    0
 11314,160783,19580915,  165,    0
 11314,160783,19580916,  157,    0
 11314,160783,19580917,  157,    0
 11314,160783,19580918,  143,    0
 11314,160783,19580919,  177,    0
 11314,160783,19580920,  155,    0
 11314,160783,19580921,  146,    0
 11314,160783,19580922,  139,    0
 11314,160783,19580923,  149,    0
 11314,160783,19580924,  163,    0
 11314,160783,19580925,  147,    0
 11314,160783,19580926,  132,    0
 11314,160783,19580927,  114,    0
 11314,160783,19580928,  123,    0
 11314,160783,19580929,  161,    0
 11314,160783,19580930,  149,    0
 11314,160783,19581001,  137,    0
 11314,160783,19581002,  137,    0
 11314,160783,19581003,  129,    0
 11314,160783,19581004,  149,    0
 11314,160783,19581005,  137,    0
 11314,160783,19581006,  114,    0
 11314,160783,19581007,  120,    0
 11314,160783,19581008,  139,    0
 11314,160783,19581009,  151,    0
 11314,160783,19581010,  150,    0
 11314,160783,19581011,  113,    0
 11314,160783,19581012,  109,    0
 11314,160783,19581013,  111,    0
 11314,160783,19581014,  141,    0
 11314,160783,19581015,  135,    0
 11314,160783,19581016,  110,    0
 11314,160783,19581017,  108,    0
 11314,160783,19581018,  110,    0
 11314,160783,19581019,  109,    0
 11314,160783,19581020,  121,    0
 11314,160783,19581021,  132,    0
 11314,160783,19581022,  135,    0
 11314,160783,19581023,  131,    0
 11314,160783,19581024,  110,    0
 11314,160783,19581025,   99,    0
 11314,160783,19581026,  104,    0
 11314,160783,19581027,   91,    0
 11314,160783,19581028,   78,    0
 11314,160783,19581029,   76,    0
 11314,160783,19581030,   71,    0
 11314,160783,19581031,   97,    0
 11314,160783,19581101,-9999,    9
 11314,160783,19581102,-9999,    9
 11314,160783,19581103,  125,    0
 11314,160783,19581104,  113,    0
 11314,160783,19581105,   95,    0
 11314,160783,19581106,   94,    0
 11314,160783,19581107,  122,    0
 11314,160783,19581108,  117,    0
 11314,160783,19581109,-9999,    9
 11314,160783,19581110,   75,    0
 11314,160783,19581111,-9999,    9
 11314,160783,19581112,   50,    0
 11314,160783,19581113,   42,    0
 11314,160783,19581114,   81,    0
 11314,160783,19581115,   62,    0
 11314,160783,19581116,-9999,    9
 11314,160783,19581117,   72,    0
 11314,160783,19581118,   56,    0
 11314,160783,19581119,   32,    0
 11314,160783,19581120,   41,    0
 11314,160783,19581121,   49,    0
 11314,160783,19581122,   39,    0
 11314,160783,19581123,-9999,    9
 11314,160783,19581124,   51,    0
 11314,160783,19581125,   43,    0
 11314,160783,19581126,   32,    0
 11314,160783,19581127,   37,    0
 11314,160783,19581128,   70,    0
 11314,160783,19581129,   42,    0
 11314,160783,19581130,-9999,    9
 11314,160783,19581201,   67,    0
 11314,160783,19581202,   38,    0
 11314,160783,19581203,   41,    0
 11314,160783,19581204,   55,    0
 11314,160783,19581205,   57,    0
 11314,160783,19581206,   57,    0
 11314,160783,19581207,-9999,    9
 11314,160783,19581208,   27,    0
 11314,160783,19581209,   60,    0
 11314,160783,19581210,   52,    0
 11314,160783,19581211,   61,    0
 11314,160783,19581212,   67,    0
 11314,160783,19581213,   63,    0
 11314,160783,19581214,-9999,    9
 11314,160783,19581215,-9999,    9
 11314,160783,19581216,-9999,    9
 11314,160783,19581217,-9999,    9
 11314,160783,19581218,   68,    0
 11314,160783,19581219,   96,    0
 11314,160783,19581220,  100,    0
 11314,160783,19581221,-9999,    9
 11314,160783,19581222,   50,    0
 11314,160783,19581223,   49,    0
 11314,160783,19581224,   64,    0
 11314,160783,19581225,-9999,    9
 11314,160783,19581226,   55,    0
 11314,160783,19581227,   95,    0
 11314,160783,19581228,-9999,    9
 11314,160783,19581229,   89,    0
 11314,160783,19581230,   86,    0
 11314,160783,19581231,   82,    0
 11314,160783,19590101,-9999,    9
 11314,160783,19590102,   59,    0
 11314,160783,19590103,   44,    0
 11314,160783,19590104,-9999,    9
 11314,160783,19590105,   29,    0
 11314,160783,19590106,   46,    0
 11314,160783,19590107,   54,    0
 11314,160783,19590108,   33,    0
 11314,160783,19590109,   25,    0
 11314,160783,19590110,   12,    0
 11314,160783,19590111,-9999,    9
 11314,160783,19590112,   19,    0
 11314,160783,19590113,   22,    0
 11314,160783,19590114,   -4,    0
 11314,160783,19590115,   -7,    0
 11314,160783,19590116,   18,    0
 11314,160783,19590117,   11,    0
 11314,160783,19590118,-9999,    9
 11314,160783,19590119,   67,    0
 11314,160783,19590120,   84,    0
 11314,160783,19590121,   77,    0
 11314,160783,19590122,  102,    0
 11314,160783,19590123,   52,    0
 11314,160783,19590124,   31,    0
 11314,160783,19590125,-9999,    9
 11314,160783,19590126,   -1,    0
 11314,160783,19590127,    9,    0
 11314,160783,19590128,   14,    0
 11314,160783,19590129,   10,    0
 11314,160783,19590130,   25,    0
 11314,160783,19590131,   50,    0
 11314,160783,19590201,-9999,    9
 11314,160783,19590202,   11,    0
 11314,160783,19590203,    3,    0
 11314,160783,19590204,    5,    0
 11314,160783,19590205,   -1,    0
 11314,160783,19590206,   -8,    0
 11314,160783,19590207,  -14,    0
 11314,160783,19590208,-9999,    9
 11314,160783,19590209,   -9,    0
 11314,160783,19590210,   18,    0
 11314,160783,19590211,    2,    0
 11314,160783,19590212,    0,    0
 11314,160783,19590213,   -4,    0
 11314,160783,19590214,   -4,    0
 11314,160783,19590215,-9999,    9
 11314,160783,19590216,   12,    0
 11314,160783,19590217,   27,    0
 11314,160783,19590218,   -2,    0
 11314,160783,19590219,   -2,    0
 11314,160783,19590220,   41,    0
 11314,160783,19590221,   68,    0
 11314,160783,19590222,-9999,    9
 11314,160783,19590223,   73,    0
 11314,160783,19590224,   79,    0
 11314,160783,19590225,   76,    0
 11314,160783,19590226,   70,    0
 11314,160783,19590227,   90,    0
 11314,160783,19590228,  109,    0
 11314,160783,19590301,-9999,    9
 11314,160783,19590302,   95,    0
 11314,160783,19590303,   96,    0
